ref_id,source_type,source_num,RA,DEC,W1mag,W2mag,W3mag,W4mag,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,Jmag,Hmag,Kmag,W12,W23,W34,bp_rp_mag,JHmag,HKmag,RJ,KW1
467,O_AGB,3,261.2443495,-29.3292173,6.902,6.567,5.742,5.183,14.85832,18.684534,13.129453,9.228,8.002,7.3,0.335,0.825,0.559,5.555081,1.226,0.702,3.901453,0.398
468,O_AGB,3,261.2467825,-29.2117961,6.539,5.883,3.936,2.584,18.045277,21.087364,16.098505,9.767,8.108,7.126,0.656,1.947,1.352,4.988859,1.659,0.982,6.331505,0.587
469,O_AGB,3,261.2596704,-27.4859962,7.399,6.916,5.541,4.43,15.083644,18.529593,13.467775,8.95,7.816,7.077,0.483,1.375,1.111,5.061818,1.134,0.739,4.517775,-0.322
470,O_AGB,3,261.2624419,-29.6043906,7.441,7.061,5.723,4.918,14.363181,17.47981,12.807355,9.394,8.266,7.737,0.38,1.338,0.805,4.672455,1.128,0.529,3.413355,0.296
471,O_AGB,3,261.2706765,-28.0027549,7.058,6.568,4.832,2.708,15.399824,19.550117,13.64601,8.678,7.467,6.824,0.49,1.736,2.124,5.904107,1.211,0.643,4.96801,-0.234
473,O_AGB,3,261.3314322,-29.1020155,7.57,7.054,6.252,5.478,14.592709,18.947683,12.875567,9.224,8.188,7.589,0.516,0.802,0.774,6.072116,1.036,0.599,3.651567,0.019
474,O_AGB,3,261.3396799,-27.6563463,8.391,8.17,7.602,7.261,15.3783,19.115818,13.828864,10.251,9.062,8.594,0.221,0.568,0.341,5.286954,1.189,0.468,3.577864,0.203
475,O_AGB,3,261.3461196,-29.324621,7.45,7.107,6.095,5.397,15.484212,18.78114,13.699397,9.815,8.558,7.801,0.343,1.012,0.698,5.081743,1.257,0.757,3.884397,0.351
476,O_AGB,3,261.3575091,-28.0494696,7.17,7.029,6.419,5.889,14.608974,18.7978,12.981704,9.454,8.266,7.609,0.141,0.61,0.53,5.816096,1.188,0.657,3.527704,0.439
477,O_AGB,3,261.3674521,-27.7922288,6.675,6.431,5.522,4.897,14.924034,18.222763,12.657473,8.719,7.493,6.827,0.244,0.909,0.625,5.56529,1.226,0.666,3.938473,0.152
479,O_AGB,3,261.3815365,-29.1854026,7.528,7.034,5.427,4.128,16.391796,18.960361,14.548186,9.617,8.319,7.504,0.494,1.607,1.299,4.412175,1.298,0.815,4.931186,-0.024
480,O_AGB,3,261.3841347,-39.2373755,7.192,7.077,6.082,5.192,15.970253,21.289589,14.19419,9.929,8.502,7.705,0.115,0.995,0.89,7.095399,1.427,0.797,4.26519,0.513
481,O_AGB,3,261.3843492,-29.4557491,8.44,8.189,7.074,6.295,16.059608,19.081863,14.33908,10.14,8.976,8.361,0.251,1.115,0.779,4.742783,1.164,0.615,4.19908,-0.079
482,O_AGB,3,261.389155,-27.8290941,6.708,6.404,5.117,4.292,15.573579,19.504316,13.879345,8.853,7.474,6.719,0.304,1.287,0.825,5.624971,1.379,0.755,5.026345,0.011
483,O_AGB,3,261.3908156,-27.8578237,8.412,8.073,7.235,6.715,16.333464,20.142376,14.652505,10.551,9.36,8.735,0.339,0.838,0.52,5.489871,1.191,0.625,4.101505,0.323
484,O_AGB,3,261.3925008,-27.9284745,6.505,5.887,4.063,2.942,16.388666,20.269247,14.63674,10.756,9.098,8.006,0.618,1.824,1.121,5.632507,1.658,1.092,3.88074,1.501
485,O_AGB,3,261.4017317,-39.0522851,7.644,7.344,6.491,5.997,15.849156,20.214,14.177835,10.345,9.084,8.427,0.3,0.853,0.494,6.036165,1.261,0.657,3.832835,0.783
486,O_AGB,3,261.4049568,-29.4110753,7.972,7.791,7.011,6.469,16.124357,19.9175,14.332646,10.063,8.907,8.33,0.181,0.78,0.542,5.584854,1.156,0.577,4.269646,0.358
487,O_AGB,3,261.4081488,-29.0366638,6.671,6.232,4.51,3.543,16.449713,19.596687,14.498751,8.668,7.414,6.63,0.439,1.722,0.967,5.097936,1.254,0.784,5.830751,-0.041
488,O_AGB,3,261.4129123,-27.8643529,7.625,7.317,6.684,6.173,14.393792,17.656422,12.813828,9.587,8.469,7.888,0.308,0.633,0.511,4.842594,1.118,0.581,3.226828,0.263
489,O_AGB,3,261.4140217,-29.2762206,6.766,6.616,5.593,4.84,16.076202,19.853254,14.307763,9.303,7.974,7.171,0.15,1.023,0.753,5.545491,1.329,0.803,5.004763,0.405
491,O_AGB,3,261.442255,-27.9605616,7.718,7.594,6.345,5.525,15.817844,19.074589,14.14259,10.137,8.944,8.328,0.124,1.249,0.82,4.931999,1.193,0.616,4.00559,0.61
492,O_AGB,3,261.4438849,-29.110597,7.12,6.808,5.918,5.141,15.075533,18.978306,13.367376,9.857,8.667,7.908,0.312,0.89,0.777,5.61093,1.19,0.759,3.510376,0.788
493,O_AGB,3,261.4444302,-27.7387564,6.775,6.657,5.457,4.665,15.371319,20.00666,13.674339,9.762,8.307,7.441,0.118,1.2,0.792,6.332321,1.455,0.866,3.912339,0.666
494,O_AGB,3,261.4497506,-29.0292797,7.531,7.186,6.129,5.327,15.810557,19.936796,13.968494,9.487,8.29,7.598,0.345,1.057,0.802,5.968302,1.197,0.692,4.481494,0.067
495,O_AGB,3,261.4538767,-29.4912498,8.068,7.867,7.32,6.778,15.654753,19.785902,14.049388,10.032,8.85,8.334,0.201,0.547,0.542,5.736514,1.182,0.516,4.017388,0.266
496,O_AGB,3,261.4544982,-27.6486861,6.149,5.681,3.986,2.985,15.987622,20.325039,14.256361,9.294,7.968,7.143,0.468,1.695,1.001,6.068678,1.326,0.825,4.962361,0.994
497,O_AGB,3,261.4584019,-27.7011562,6.873,6.56,5.438,4.725,15.506157,20.00436,13.837293,9.472,8.192,7.425,0.313,1.122,0.713,6.167067,1.28,0.767,4.365293,0.552
498,O_AGB,3,261.4584866,-29.411697,6.739,6.536,5.52,4.794,15.046336,18.877846,13.418156,9.286,8.096,7.437,0.203,1.016,0.726,5.45969,1.19,0.659,4.132156,0.698
499,O_AGB,3,261.4676141,-29.2082271,7.025,6.515,5.148,4.033,15.040191,18.029724,13.276129,9.421,8.239,7.381,0.51,1.367,1.115,4.753595,1.182,0.858,3.855129,0.356
500,O_AGB,3,261.4786083,-29.2479646,6.847,6.507,5.056,3.943,15.675964,19.75701,13.969626,9.646,8.238,7.359,0.34,1.451,1.113,5.787384,1.408,0.879,4.323626,0.512
501,O_AGB,3,261.4812966,-29.5524222,7.16,6.699,5.449,4.464,15.125098,18.925217,13.508543,8.821,7.595,6.891,0.461,1.25,0.985,5.416674,1.226,0.704,4.687543,-0.269
502,O_AGB,3,261.4889609,-27.8026463,6.645,6.061,4.016,2.777,17.390215,21.364655,15.472962,11.189,9.005,7.638,0.584,2.045,1.239,5.891693,2.184,1.367,4.283962,0.993
503,O_AGB,3,261.4914644,-27.5368096,5.921,5.675,4.656,3.956,14.1689,15.921839,12.019936,8.574,7.417,6.789,0.246,1.019,0.7,3.901903,1.157,0.628,3.445936,0.868
504,O_AGB,3,261.4931676,-39.0711099,9.281,9.066,8.05,6.767,16.206066,19.806627,14.641592,11.234,10.06,9.534,0.215,1.016,1.283,5.165035,1.174,0.526,3.407592,0.253
505,O_AGB,3,261.4954716,-29.349379,7.654,7.208,5.904,5.037,16.196005,19.307735,14.426166,9.771,8.449,7.732,0.446,1.304,0.867,4.881569,1.322,0.717,4.655166,0.078
506,O_AGB,3,261.4986034,-29.3526706,6.625,6.122,4.937,4.001,14.388932,18.711655,12.702228,9.542,8.48,7.758,0.503,1.185,0.936,6.009427,1.062,0.722,3.160228,1.133
507,O_AGB,3,261.5023186,-39.1964599,6.925,6.731,6.079,5.699,14.958457,18.991776,13.318562,9.509,8.09,7.508,0.194,0.652,0.38,5.673214,1.419,0.582,3.809562,0.583
508,O_AGB,3,261.5090839,-39.6917924,6.827,6.48,5.772,5.053,14.687769,18.530993,13.09251,9.11,7.943,7.367,0.347,0.708,0.719,5.438483,1.167,0.576,3.98251,0.54
509,O_AGB,3,261.5162458,-29.2910506,7.219,6.76,5.82,5.017,14.412381,17.946066,12.713796,9.877,8.759,7.963,0.459,0.94,0.803,5.23227,1.118,0.796,2.836796,0.744
510,O_AGB,3,261.5175102,-39.2424811,6.678,6.364,5.147,4.513,15.427507,20.458143,13.754363,9.372,7.899,7.132,0.314,1.217,0.634,6.70378,1.473,0.767,4.382363,0.454
511,O_AGB,3,261.5257504,-27.7910146,8.159,8.005,7.169,6.616,16.059954,19.607508,14.384295,10.905,9.561,8.888,0.154,0.836,0.553,5.223213,1.344,0.673,3.479295,0.729
512,O_AGB,3,261.5365827,-29.193187,7.615,7.41,6.249,5.338,16.50691,20.3622,14.72714,9.694,8.39,7.669,0.205,1.161,0.911,5.63506,1.304,0.721,5.03314,0.054
513,O_AGB,3,261.5388581,-28.016988,6.516,6.445,5.119,4.273,16.183533,20.691072,14.273865,9.519,8.149,7.373,0.071,1.326,0.846,6.417207,1.37,0.776,4.754865,0.857
514,O_AGB,3,261.5446417,-27.8271159,7.778,7.297,6.558,5.933,14.610085,18.818954,12.98163,9.442,8.245,7.664,0.481,0.739,0.625,5.837324,1.197,0.581,3.53963,-0.114
515,O_AGB,3,261.5459352,-28.0169686,8.074,7.796,6.707,5.807,15.482693,18.70406,13.836759,10.438,9.205,8.575,0.278,1.089,0.9,4.867301,1.233,0.63,3.398759,0.501
516,O_AGB,3,261.5486286,-27.6674225,7.251,6.886,5.59,4.654,15.52877,19.831284,13.82253,9.79,8.514,7.587,0.365,1.296,0.936,6.008754,1.276,0.927,4.03253,0.336
517,O_AGB,3,261.5576335,-28.0434667,7.068,6.943,5.703,4.657,14.875534,18.773735,13.254524,9.591,8.256,7.648,0.125,1.24,1.046,5.519211,1.335,0.608,3.663524,0.58
518,O_AGB,3,261.5776564,-27.9495768,6.219,6.027,4.754,4.089,15.038098,19.610378,13.389338,8.785,7.385,6.619,0.192,1.273,0.665,6.22104,1.4,0.766,4.604338,0.4
520,O_AGB,3,261.6184776,-39.8261299,7.003,6.894,5.588,4.816,15.515381,20.188301,13.850783,9.655,8.304,7.6,0.109,1.306,0.772,6.337518,1.351,0.704,4.195783,0.597
521,O_AGB,3,261.6312712,-39.3858769,7.212,6.888,5.599,4.768,15.829554,20.456747,14.121875,10.225,8.769,7.949,0.324,1.289,0.831,6.334872,1.456,0.82,3.896875,0.737
522,O_AGB,3,261.6631246,-25.3949801,8.089,7.834,6.919,6.095,14.239928,16.932312,12.728445,10.014,8.918,8.413,0.255,0.915,0.824,4.203867,1.096,0.505,2.714445,0.324
523,O_AGB,3,261.6726795,-29.5740009,7.348,7.026,6.326,5.762,15.137969,19.317953,13.494682,9.286,8.106,7.498,0.322,0.7,0.564,5.823271,1.18,0.608,4.208682,0.15
524,O_AGB,3,261.6917058,-29.4249828,6.373,6.265,5.389,4.644,15.098639,18.486229,13.250219,8.884,7.742,7.092,0.108,0.876,0.745,5.23601,1.142,0.65,4.366219,0.719
525,O_AGB,3,261.7011306,-39.3156886,9.199,8.952,7.981,7.216,16.254221,19.78071,14.686431,11.182,9.999,9.459,0.247,0.971,0.765,5.094279,1.183,0.54,3.504431,0.26
526,O_AGB,3,261.7122206,-29.5200513,6.591,6.277,5.004,4.3,15.249939,19.884472,13.647414,9.147,7.816,7.04,0.314,1.273,0.704,6.237058,1.331,0.776,4.500414,0.449
527,O_AGB,3,261.7191812,-39.4919489,8.396,8.14,7.234,5.91,16.569916,19.703094,14.961428,11.069,9.808,9.11,0.256,0.906,1.324,4.741666,1.261,0.698,3.892428,0.714
528,O_AGB,3,261.7478458,-29.7362904,6.489,6.202,4.662,3.714,15.956016,20.381834,14.207404,9.589,8.043,7.169,0.287,1.54,0.948,6.17443,1.546,0.874,4.618404,0.68
529,O_AGB,3,261.7630299,-39.3299564,6.376,5.955,4.982,4.13,14.37409,18.424929,12.582504,8.815,7.555,6.805,0.421,0.973,0.852,5.842425,1.26,0.75,3.767504,0.429
530,O_AGB,3,261.7693572,-29.3132919,8.024,7.453,6.283,5.173,15.666793,18.59773,13.904832,10.168,9.025,8.292,0.571,1.17,1.11,4.692898,1.143,0.733,3.736832,0.268
531,O_AGB,3,261.7693874,-39.9905294,7.991,7.729,6.465,5.726,14.527385,17.563438,13.050042,10.397,9.289,8.753,0.262,1.264,0.739,4.513396,1.108,0.536,2.653042,0.762
533,O_AGB,3,261.8007639,-39.5581809,7.896,7.664,7.293,6.766,15.263408,18.310331,13.673735,10.618,9.504,8.952,0.232,0.371,0.527,4.636596,1.114,0.552,3.055735,1.056
534,O_AGB,3,261.8015671,-40.036797,7.849,7.471,6.04,4.889,16.6216,19.92536,14.839553,10.47,9.281,8.525,0.378,1.431,1.151,5.085807,1.189,0.756,4.369553,0.676
535,O_AGB,3,261.8030096,-40.2077184,6.916,6.395,5.137,4.261,14.70627,19.206514,13.065849,8.431,7.394,6.804,0.521,1.258,0.876,6.140665,1.037,0.59,4.634849,-0.112
536,O_AGB,3,261.8113201,-39.6784799,7.122,6.702,5.733,4.987,15.046545,19.071175,13.456297,10.19,9.018,8.323,0.42,0.969,0.746,5.614878,1.172,0.695,3.266297,1.201
537,O_AGB,3,261.8141286,-25.1570896,6.427,6.267,5.079,4.407,15.080976,19.729694,13.425577,8.856,7.466,6.678,0.16,1.188,0.672,6.304117,1.39,0.788,4.569577,0.251
538,O_AGB,3,261.8174521,-29.3121205,6.759,6.424,5.486,4.826,14.430125,17.905844,12.803329,9.442,8.401,7.67,0.335,0.938,0.66,5.102515,1.041,0.731,3.361329,0.911
539,O_AGB,3,261.8283831,-39.0647393,7.811,7.359,6.055,4.848,16.212658,20.041235,14.55483,10.352,9.1,8.451,0.452,1.304,1.207,5.486405,1.252,0.649,4.20283,0.64
540,O_AGB,3,261.8343848,-29.6606797,6.477,6.073,4.944,4.091,14.083898,18.182756,12.439045,8.295,7.097,6.482,0.404,1.129,0.853,5.743711,1.198,0.615,4.144045,0.005
541,O_AGB,3,261.8476314,-29.70223,6.968,6.576,5.591,4.825,14.826036,18.599415,13.093184,9.294,8.004,7.301,0.392,0.985,0.766,5.506231,1.29,0.703,3.799184,0.333
542,O_AGB,3,261.8569756,-39.7781766,8.12,7.729,6.629,5.861,15.069404,18.204258,13.503211,9.747,8.733,8.066,0.391,1.1,0.768,4.701047,1.014,0.667,3.756211,-0.054
543,O_AGB,3,261.8900783,-29.232867,6.518,6.225,5.04,4.613,15.616776,19.411386,13.769831,9.378,7.883,7.03,0.293,1.185,0.427,5.641555,1.495,0.853,4.391831,0.512
544,O_AGB,3,261.8915898,-40.085729,6.796,6.447,5.44,4.62,14.543522,18.539831,12.911108,9.345,8.168,7.367,0.349,1.007,0.82,5.628723,1.177,0.801,3.566108,0.571
545,O_AGB,3,261.8970066,-39.8097021,8.202,7.997,6.979,6.289,16.184078,19.97594,14.52522,10.569,9.392,8.697,0.205,1.018,0.69,5.45072,1.177,0.695,3.95622,0.495
546,O_AGB,3,261.898429,-29.282791,9.061,8.876,8.293,7.431,15.203155,17.532436,13.753879,10.965,9.976,9.521,0.185,0.583,0.862,3.778557,0.989,0.455,2.788879,0.46
547,O_AGB,3,261.9010657,-29.2922547,6.955,6.549,5.28,4.498,15.654129,19.875515,13.967317,9.522,8.287,7.515,0.406,1.269,0.782,5.908198,1.235,0.772,4.445317,0.56
548,O_AGB,3,261.9153182,-39.976302,7.552,7.202,6.376,5.693,14.328038,18.13603,12.684287,9.626,8.702,8.087,0.35,0.826,0.683,5.451743,0.924,0.615,3.058287,0.535
549,O_AGB,3,261.9477595,-29.3542131,6.319,5.936,5.038,4.199,14.693776,18.24105,13.029981,8.525,7.296,6.646,0.383,0.898,0.839,5.211069,1.229,0.65,4.504981,0.327
550,O_AGB,3,261.9500755,-29.360182,6.789,6.602,5.523,4.809,15.129219,19.524448,13.397879,9.214,7.895,7.13,0.187,1.079,0.714,6.126569,1.319,0.765,4.183879,0.341
551,O_AGB,3,261.9550364,-39.9010108,7.347,6.987,6.335,5.541,13.839625,17.410973,12.223331,9.429,8.441,7.94,0.36,0.652,0.794,5.187642,0.988,0.501,2.794331,0.593
552,O_AGB,3,261.9676187,-29.6645105,6.261,5.742,4.381,3.514,15.712591,19.333797,14.015538,10.274,8.608,7.608,0.519,1.361,0.867,5.318259,1.666,1,3.741538,1.347
553,O_AGB,3,261.9807685,-39.4751452,7.011,6.85,5.841,5.073,15.267357,18.855778,13.566344,9.119,7.865,7.231,0.161,1.009,0.768,5.289434,1.254,0.634,4.447344,0.22
554,O_AGB,3,261.981727,-39.3039659,8.721,8.286,6.543,5.531,15.341428,18.352428,13.823228,10.541,9.391,8.839,0.435,1.743,1.012,4.5292,1.15,0.552,3.282228,0.118
555,O_AGB,3,261.9950714,-39.8789782,6.924,6.664,6.027,4.9,13.797982,17.012094,12.190347,8.85,7.79,7.321,0.26,0.637,1.127,4.821747,1.06,0.469,3.340347,0.397
556,O_AGB,3,262.0003213,-29.3763032,7.385,7.225,6.416,5.666,15.421605,19.445583,13.719507,9.571,8.292,7.698,0.16,0.809,0.75,5.726076,1.279,0.594,4.148507,0.313
557,O_AGB,3,262.0206964,-29.6433888,6.92,6.425,5.417,4.496,14.852061,17.857922,13.059967,8.725,7.533,6.812,0.495,1.008,0.921,4.797955,1.192,0.721,4.334967,-0.108
558,O_AGB,3,262.0237408,-39.826445,7.764,7.337,6.365,5.635,14.898536,18.22179,13.272441,10.364,9.232,8.525,0.427,0.972,0.73,4.949349,1.132,0.707,2.908441,0.761
559,O_AGB,3,262.0327962,-29.5311787,6.066,5.356,3.848,2.707,16.845129,21.339508,14.94041,10.655,8.668,7.577,0.71,1.508,1.141,6.399098,1.987,1.091,4.28541,1.511
560,O_AGB,3,262.0378647,-29.7379882,5.963,5.629,4.332,3.3,15.956871,20.308714,14.176859,9.661,8.237,7.362,0.334,1.297,1.032,6.131855,1.424,0.875,4.515859,1.399
561,O_AGB,3,262.0409181,-29.7252377,6.347,6.114,5.053,4.345,15.690919,19.951199,13.879519,8.994,7.681,7.017,0.233,1.061,0.708,6.07168,1.313,0.664,4.885519,0.67
562,O_AGB,3,262.0452253,-29.6233931,7.632,7.129,5.573,4.418,16.17113,19.657263,14.516454,10.236,8.989,8.264,0.503,1.556,1.155,5.140809,1.247,0.725,4.280454,0.632
563,O_AGB,3,262.052365,-39.7379916,7.344,6.999,5.695,4.789,15.405593,19.006687,13.778454,10.44,9.335,8.512,0.345,1.304,0.906,5.228233,1.105,0.823,3.338454,1.168
564,O_AGB,3,262.0525501,-29.5214982,6.745,6.405,5.546,4.653,14.706264,17.786968,13.053292,9.179,8.063,7.359,0.34,0.859,0.893,4.733676,1.116,0.704,3.874292,0.614
565,O_AGB,3,262.0571623,-39.9556767,7.439,7.179,6.419,5.795,15.155726,18.93438,13.439024,10.082,9.042,8.375,0.26,0.76,0.624,5.495356,1.04,0.667,3.357024,0.936
566,O_AGB,3,262.0613747,-29.2916771,7.52,7.267,6.585,6.061,15.121003,19.46496,13.477029,9.839,8.626,7.899,0.253,0.682,0.524,5.987931,1.213,0.727,3.638029,0.379
567,O_AGB,3,262.066478,-29.7720941,6.602,6.184,5.259,4.415,15.202458,20.220085,13.46155,9.011,7.798,7.082,0.418,0.925,0.844,6.758535,1.213,0.716,4.45055,0.48
568,O_AGB,3,262.0728441,-29.3409154,6.825,6.375,5.308,4.514,15.607452,20.631268,13.797257,9.706,8.238,7.435,0.45,1.067,0.794,6.834011,1.468,0.803,4.091257,0.61
569,O_AGB,3,262.0865448,-29.3240154,7.538,7.314,6.671,5.899,15.110021,19.454615,13.516702,9.544,8.356,7.806,0.224,0.643,0.772,5.937913,1.188,0.55,3.972702,0.268
570,O_AGB,3,262.1261929,-29.4033186,6.757,6.61,5.794,4.968,15.24767,19.80716,13.544092,9.009,7.71,7.082,0.147,0.816,0.826,6.263068,1.299,0.628,4.535092,0.325
571,O_AGB,3,262.1319639,-39.0309429,7.419,7.007,6.192,5.516,15.686197,20.601328,14.004502,9.671,8.375,7.628,0.412,0.815,0.676,6.596826,1.296,0.747,4.333502,0.209
572,O_AGB,3,262.1391208,-39.2498534,8.315,7.914,6.597,5.379,16.105066,18.869589,14.063484,10.242,9.152,8.496,0.401,1.317,1.218,4.806105,1.09,0.656,3.821484,0.181
573,O_AGB,3,262.1425562,-29.3539651,7.495,7.111,6.517,5.745,15.030258,18.467648,13.384803,9.431,8.227,7.676,0.384,0.594,0.772,5.082845,1.204,0.551,3.953803,0.181
574,O_AGB,3,262.1582179,-39.0914949,6.892,6.536,5.293,4.368,16.297869,20.43882,14.613835,10.412,8.966,8.077,0.356,1.243,0.925,5.824985,1.446,0.889,4.201835,1.185
576,O_AGB,3,262.1636311,-29.196346,6.591,6.198,4.695,3.79,15.7698,19.254591,13.986395,9.942,8.421,7.5,0.393,1.503,0.905,5.268196,1.521,0.921,4.044395,0.909
577,O_AGB,3,262.1676743,-29.7810618,7.186,6.698,5.726,4.879,14.721775,18.791655,13.063162,9.755,8.551,7.812,0.488,0.972,0.847,5.728493,1.204,0.739,3.308162,0.626
578,O_AGB,3,262.1708769,-29.4771091,6.828,6.428,5.401,4.269,14.819724,18.40351,13.04611,9.516,8.317,7.709,0.4,1.027,1.132,5.3574,1.199,0.608,3.53011,0.881
579,O_AGB,3,262.1891869,-39.9357875,7.07,6.562,5.212,4.098,14.765583,18.344046,13.185844,9.61,8.56,7.885,0.508,1.35,1.114,5.158202,1.05,0.675,3.575844,0.815
580,O_AGB,3,262.1960605,-39.7901478,7.988,7.552,5.984,5.091,14.440025,17.403471,12.949951,10.287,9.253,8.629,0.436,1.568,0.893,4.45352,1.034,0.624,2.662951,0.641
581,O_AGB,3,262.2189622,-29.7939842,7.153,6.929,6.22,5.465,15.377378,19.917883,13.74147,9.717,8.399,7.685,0.224,0.709,0.755,6.176413,1.318,0.714,4.02447,0.532
582,O_AGB,3,262.2197235,-40.4704046,8.163,7.809,6.642,5.8,15.906796,19.156445,14.27709,10.022,8.915,8.353,0.354,1.167,0.842,4.879355,1.107,0.562,4.25509,0.19
583,O_AGB,3,262.2554078,-29.6761053,7.29,6.741,5.635,4.668,15.790052,20.20014,14.067946,9.499,8.188,7.487,0.549,1.106,0.967,6.132194,1.311,0.701,4.568946,0.197
584,O_AGB,3,262.2804446,-29.521851,6.674,6.241,4.674,3.54,15.04202,17.506163,12.537327,9.506,8.146,7.272,0.433,1.567,1.134,4.968836,1.36,0.874,3.031327,0.598
585,O_AGB,3,262.2972355,-29.3731062,7.07,6.619,5.351,4.337,15.878349,19.91539,14.255828,10.134,8.697,7.925,0.451,1.268,1.014,5.659562,1.437,0.772,4.121828,0.855
586,O_AGB,3,262.2975301,-29.7905154,7.872,7.457,6.538,5.691,15.572785,19.309038,13.997947,9.962,8.789,8.155,0.415,0.919,0.847,5.311091,1.173,0.634,4.035947,0.283
587,O_AGB,3,262.3049943,-40.3942628,6.411,5.858,4.707,3.619,13.644896,17.226852,11.877785,9.135,8.166,7.514,0.553,1.151,1.088,5.349067,0.969,0.652,2.742785,1.103
588,O_AGB,3,262.3056881,-40.2527463,7.248,6.736,4.919,3.617,15.760041,19.287136,13.894405,10.228,9.117,8.368,0.512,1.817,1.302,5.392731,1.111,0.749,3.666405,1.12
589,O_AGB,3,262.3075315,-29.6432948,6.533,6.278,5.015,4.149,15.578505,20.305542,13.886107,9.947,8.45,7.479,0.255,1.263,0.866,6.419435,1.497,0.971,3.939107,0.946
590,O_AGB,3,262.3080921,-29.3123475,8.017,7.818,7.133,6.575,16.012852,19.712341,14.336139,10.745,9.53,8.908,0.199,0.685,0.558,5.376202,1.215,0.622,3.591139,0.891
591,O_AGB,3,262.3202135,-29.6262978,7.034,6.565,5.297,4.345,15.555714,19.51224,13.849637,10.015,8.645,7.837,0.469,1.268,0.952,5.662603,1.37,0.808,3.834637,0.803
592,O_AGB,3,262.3313686,-39.8915589,7.037,6.663,5.634,4.742,14.509367,17.549723,12.971854,9.229,8.11,7.523,0.374,1.029,0.892,4.577869,1.119,0.587,3.742854,0.486
593,O_AGB,3,262.348713,-40.1892356,7.021,6.585,5.678,4.915,14.578692,18.324287,12.989058,9.077,8.011,7.437,0.436,0.907,0.763,5.335229,1.066,0.574,3.912058,0.416
594,O_AGB,3,262.3607747,-39.2631071,7.064,6.7,5.715,4.827,15.501652,20.462648,13.81515,10.068,8.832,8.145,0.364,0.985,0.888,6.647498,1.236,0.687,3.74715,1.081
595,O_AGB,3,262.3792433,-39.4343223,8.517,8.175,7.503,6.931,15.02639,18.628119,13.454129,10.812,9.726,9.164,0.342,0.672,0.572,5.17399,1.086,0.562,2.642129,0.647
596,O_AGB,3,262.4148033,-40.2017848,6.929,6.802,6.031,5.321,14.994335,19.334581,13.319568,9.438,8.152,7.486,0.127,0.771,0.71,6.015013,1.286,0.666,3.881568,0.557
597,O_AGB,3,262.4405179,-39.6620841,7.396,6.932,4.779,3.418,15.759244,19.582764,14.141107,10.689,9.518,8.638,0.464,2.153,1.361,5.441657,1.171,0.88,3.452107,1.242
598,O_AGB,3,262.4540636,-39.7971347,7.485,7.09,6.236,5.479,14.961292,18.817766,13.409199,9.802,8.67,8.003,0.395,0.854,0.757,5.408567,1.132,0.667,3.607199,0.518
599,O_AGB,3,262.4542857,-40.7185572,7.457,7.246,6.473,5.969,14.071592,17.290789,12.528785,9.445,8.444,7.981,0.211,0.773,0.504,4.762004,1.001,0.463,3.083785,0.524
600,O_AGB,3,262.456446,-39.1274057,8.294,7.962,7.239,6.612,15.612678,18.749712,13.979454,10.842,9.694,9.053,0.332,0.723,0.627,4.770258,1.148,0.641,3.137454,0.759
601,O_AGB,3,262.4789799,-40.4018893,7.41,7.102,6.308,5.567,15.105298,17.90286,13.578845,9.986,8.934,8.247,0.308,0.794,0.741,4.324015,1.052,0.687,3.592845,0.837
602,O_AGB,3,262.5115941,-39.9515872,7.173,6.764,5.482,4.657,16.222925,20.562864,14.546686,10.208,8.674,7.801,0.409,1.282,0.825,6.016178,1.534,0.873,4.338686,0.628
603,O_AGB,3,262.5821838,-39.0731008,8.098,7.714,6.741,6.17,15.267595,19.202238,13.610525,10.404,9.263,8.531,0.384,0.973,0.571,5.591713,1.141,0.732,3.206525,0.433
604,O_AGB,3,262.5826138,-39.9611163,7.59,7.115,6.201,5.288,15.800424,19.082592,13.844909,9.734,8.49,7.786,0.475,0.914,0.913,5.237683,1.244,0.704,4.110909,0.196
605,O_AGB,3,262.7005268,-40.1449043,6.986,6.783,5.687,4.839,15.509048,19.539454,13.875444,9.337,8.035,7.394,0.203,1.096,0.848,5.66401,1.302,0.641,4.538444,0.408
606,O_AGB,3,262.7303712,-39.1534697,9.042,8.579,7.85,6.793,14.628121,16.82146,13.213152,11.081,10.026,9.569,0.463,0.729,1.057,3.608308,1.055,0.457,2.132152,0.527
607,O_AGB,3,262.7606699,-39.5650939,7.779,7.418,6.741,6.134,14.556489,18.224525,12.984814,10.139,8.983,8.425,0.361,0.677,0.607,5.239711,1.156,0.558,2.845814,0.646
608,O_AGB,3,262.8730717,-40.1865916,7.265,6.864,5.649,4.645,15.558369,19.40085,13.843413,9.308,8.109,7.468,0.401,1.215,1.004,5.557437,1.199,0.641,4.535413,0.203
609,O_AGB,3,263.3670715,-22.6657062,6.479,5.911,4.498,3.597,14.804508,19.249731,13.287857,8.705,7.684,6.988,0.568,1.413,0.901,5.961874,1.021,0.696,4.582857,0.509
610,O_AGB,3,263.3835928,-22.3016337,6.996,6.535,5.141,4.151,14.388443,17.811388,12.630488,9.157,8.14,7.555,0.461,1.394,0.99,5.1809,1.017,0.585,3.473488,0.559
